0	0	0.742035	-0.0709821	0.0254599
0	1	0.739912	-0.0710568	0.0257902
0	2	0.737963	-0.0716823	0.0256289
0	3	0.738786	-0.0757044	0.0303411
0	4	0.736465	-0.0735605	0.0325603
0	5	0.73363	-0.0740747	0.0286265
0	6	0.731566	-0.0655625	0.0343074
0	7	0.728539	-0.0681932	0.0316806
0	8	0.728813	-0.063945	0.0360286
0	9	0.732004	-0.0806468	0.0329163
0	10	0.724121	-0.0681548	0.0340431
0	11	0.725712	-0.0774909	0.029175
0	12	0.722157	-0.0698723	0.0357559
0	13	0.720834	-0.0694348	0.0364848
0	14	0.719286	-0.0698834	0.0359391
0	15	0.721637	-0.0672801	0.0431678
0	16	0.718315	-0.0722718	0.0372432
0	17	0.718908	-0.0681996	0.0429643
0	18	0.718503	-0.0780442	0.0336701
0	19	0.717116	-0.069082	0.0434657
0	20	0.716515	-0.076589	0.0367343
0	21	0.718187	-0.0782778	0.0396095
0	22	0.715502	-0.0682548	0.0458166
0	23	0.714249	-0.0460722	0.00813822
0	24	0.713462	-0.042663	0.0112879
0	25	0.712349	-0.0553799	0.00485997
0	26	0.711434	-0.0480596	0.00792274
0	27	0.708754	-0.0482437	0.0114256
0	28	0.708453	-0.0446034	0.014587
0	29	0.707001	-0.0472643	0.013879
0	30	0.707703	-0.0459405	0.0126159
0	31	0.706998	-0.0439742	0.0158445
0	32	0.706011	-0.0454701	0.0157096
0	33	0.704366	-0.0545035	0.0126232
0	34	0.70325	-0.0536786	0.0148586
0	35	0.704719	-0.0478394	0.0153203
0	36	0.704167	-0.0576333	0.012716
0	37	0.703908	-0.0461851	0.019996
0	38	0.70238	-0.0548757	0.0170763
0	39	0.702376	-0.0579465	0.0173523
0	40	0.702681	-0.0515784	0.0194078
0	41	0.703143	-0.0480031	0.0240261
0	42	0.702734	-0.0503513	0.0233261
0	43	0.702783	-0.0521111	0.0228965
0	44	0.704013	-0.0484404	0.0259593
0	45	0.703134	-0.0547564	0.0244771
0	46	0.703574	-0.0546179	0.0258952
0	47	0.704615	-0.057476	0.0244907
0	48	0.70571	-0.0521697	0.0247225
0	49	0.705747	-0.0549741	0.027916
0	50	0.707374	-0.0516244	0.0262934
0	51	0.707724	-0.0538393	0.0285366
0	52	0.708884	-0.0561883	0.0276669
0	53	0.711072	-0.0595322	0.0277445
0	54	0.71171	-0.0517986	0.0263927
0	55	0.712413	-0.05587	0.0317312
0	56	0.713576	-0.0544299	0.0308174
0	57	0.715084	-0.0543869	0.0291871
0	58	0.716573	-0.0527619	0.0343523
0	59	0.71836	-0.0503436	0.0341201
0	60	0.719913	-0.0561008	0.0322202
0	61	0.721072	-0.0532657	0.0316856
0	62	0.722818	-0.0514119	0.0320648
0	63	0.724582	-0.0525608	0.0348436
0	64	0.726408	-0.0538884	0.0315972
0	65	0.728445	-0.0495573	0.0349482
0	66	0.730074	-0.0512001	0.034694
0	67	0.732295	-0.0541901	0.0328603
0	68	0.73409	-0.0516102	0.0317819
0	69	0.736283	-0.0528484	0.0315212
0	70	0.738302	-0.0493811	0.0343304
0	71	0.740891	-0.0498375	0.0298403
0	72	0.749409	-0.0471279	0.0169405
0	73	0.779298	-0.0584668	-0.00557662
0	74	0.827454	-0.0539815	-0.0319422
0	75	0.883612	-0.0595174	-0.0550371
0	76	0.94928	-0.0502618	-0.0813065
0	77	5.52915	-0.00340972	-0.0993917
0	78	8.22078	-0.00851584	-0.0987602
0	79	10.0218	-0.0311664	-0.0941034
0	80	11.4989	-0.0219089	-0.0958674
0	81	12.6499	-0.0372676	-0.0925142
0	82	13.7101	-0.0333563	-0.0929046
0	83	14.612	-0.0328983	-0.0933697
0	84	15.4489	-0.0466729	-0.087129
0	85	16.1686	-0.0269422	-0.0958061
0	86	16.8346	-0.0369898	-0.0919905
0	87	17.448	-0.0498173	-0.0865122
0	88	18.0362	-0.0553505	-0.0831726
0	89	18.6013	-0.0543317	-0.0821221
0	90	19.1098	-0.0466993	-0.0867033
0	91	19.594	-0.0611599	-0.0781638
0	92	20.0619	-0.0668679	-0.0743321
0	93	20.482	-0.0581594	-0.0813407
0	94	20.9192	-0.0606022	-0.0790824
0	95	21.3387	-0.0635965	-0.0761297
0	96	21.7202	-0.0538133	-0.0842813
0	97	22.1182	-0.0557185	-0.0815201
0	98	22.4756	-0.0617529	-0.0777255
0	99	22.8183	-0.0607295	-0.0792346
1	0	0.736367	-0.0708903	0.025568
1	1	0.734102	-0.070949	0.0251956
1	2	0.733468	-0.0658201	0.032163
1	3	0.730065	-0.0658622	0.0296046
1	4	0.729708	-0.0751006	0.0219134
1	5	0.72745	-0.0721287	0.0303934
1	6	0.724706	-0.0723492	0.0261739
1	7	0.725671	-0.0752938	0.0315997
1	8	0.722133	-0.0719616	0.0313991
1	9	0.722613	-0.069851	0.0379494
1	10	0.719372	-0.0722631	0.032877
1	11	0.717699	-0.0717222	0.033402
1	12	0.71553	-0.0708525	0.0327434
1	13	0.714428	-0.0692672	0.0353059
1	14	0.715752	-0.0751935	0.0347655
1	15	0.713411	-0.0740477	0.0338556
1	16	0.711973	-0.0674461	0.0396288
1	17	0.712181	-0.0665924	0.0421549
1	18	0.711179	-0.0745532	0.0363854
1	19	0.711331	-0.0730052	0.0407186
1	20	0.712576	-0.0493539	0.00354901
1	21	0.709655	-0.0687164	0.0442692
1	22	0.708518	-0.0738898	0.0397514
1	23	0.707385	-0.0471811	0.00835283
1	24	0.708194	-0.0725453	0.0432856
1	25	0.707049	-0.0473561	0.00641085
1	26	0.704438	-0.047144	0.00969352
1	27	0.704464	-0.0433898	0.0118153
1	28	0.701663	-0.0476343	0.012474
1	29	0.702529	-0.0498219	0.00875491
1	30	0.700972	-0.0482019	0.0116875
1	31	0.699148	-0.0484112	0.0147046
1	32	0.70059	-0.0503271	0.0102503
1	33	0.700195	-0.0464214	0.0130544
1	34	0.697718	-0.0532911	0.0136164
1	35	0.696668	-0.0513563	0.0167778
1	36	0.698408	-0.0490646	0.0144865
1	37	0.696843	-0.0565469	0.0149623
1	38	0.696676	-0.0575297	0.0156784
1	39	0.697788	-0.0497724	0.0164748
1	40	0.698256	-0.0504548	0.0157162
1	41	0.697327	-0.0545033	0.0169353
1	42	0.695976	-0.053898	0.0219624
1	43	0.697444	-0.056621	0.0187684
1	44	0.696619	-0.0544339	0.0233866
1	45	0.697195	-0.0529748	0.0247412
1	46	0.698133	-0.0574042	0.0228469
1	47	0.69885	-0.0580931	0.0236602
1	48	0.700278	-0.0488041	0.0267032
